Campaign,Campaign type,Campaign daily budget,Bid strategy type,Bid strategy max CPC,Networks,Campaign status,Location,Language,Ad schedule,Ad group,Ad group type,Default max. CPC,Keyword,Criterion Type,Final URL,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6,Headline 7,Headline 8,Headline 9,Headline 10,Headline 11,Headline 12,Headline 13,Headline 14,Headline 15,Description 1,Description 2,Description 3,Description 4,Ad type
Sakhva_ROI_3,,,,,,,,,,Gid_Tbilisi,,,экскурсовод тбилиси,Phrase,https://sakhva-travel.com/chastniy-gid-tbilisi/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Gid_Tbilisi,,,,,,https://sakhva-travel.com/chastniy-gid-tbilisi/,Гид в Тбилиси Тимур,Русскоязычный гид,12 туров по Грузии,Гид в Тбилиси,От $15 за человека,Группа до 6 человек,Бесплатная отмена 24ч,Ответ Тимура за 15 мин,Рейтинг 4.9 на Google,Без переплат агрегатору,Казбеги Кахетия Мцхета,Комфортный минивэн,Не агрегатор а гид,Напишите в WhatsApp,Забронируйте сегодня,"Гид Тимур в Тбилиси. 12 туров от $15. Казбеги, Кахетия, Мцхета.",Один проверенный гид. Рейтинг 4.9. Ответ 15 мин.,Экскурсии по Тбилиси и Грузии. До 6 чел. Отмена бесплатно.,Маршрут под ваши интересы. Трансфер из отеля.,Responsive search ad
Sakhva_ROI_3,,,,,,,,,,Gid_Tbilisi,,,,,,https://sakhva-travel.com/chastniy-gid-tbilisi/,Гид по Тбилиси русский,Экскурсии от $15/чел,Тимур частный гид,Рейтинг 4.9 Google,Бесплатная отмена,Ответ за 15 минут,Группа до 6 человек,Не агентство а гид,Экскурсии Тбилиси,Казбеги Кахетия Мцхета,12 маршрутов по Грузии,Напишите в WhatsApp,Трансфер из отеля,Индивидуальный маршрут,Забронируйте в 2 клика,Русскоязычный гид Тимур в Тбилиси. 12 маршрутов от $15.,Гид напрямую. Рейтинг 4.9. До 6 чел. Бесплатная отмена.,Экскурсии по Тбилиси и всей Грузии. Ответ за 15 мин.,Казбеги $93. Кахетия $74. Мцхета $15. Всё включено.,Responsive search ad
Sakhva_ROI_3,,,,,,,,,,Gid_Tbilisi,,,,,,https://sakhva-travel.com/chastniy-gid-tbilisi/,Частный гид Тбилиси,Экскурсии по Грузии,Гид Тимур 4.9,Частный гид Грузия,12 маршрутов от $15,Минивэн с кондиционером,Бесплатная отмена 24ч,Напишите в WhatsApp,Не 600 гидов а один,Маршрут под вас,Казбеги Кахетия Мцхета,Ответ за 15 минут,Трансфер из отеля,Группа до 6 человек,Рейтинг 4.9 Google,Частный гид в Тбилиси. Не агрегатор. 12 маршрутов.,Один проверенный гид. Рейтинг 4.9. Ответ за 15 мин.,Казбеги $93. Кахетия $74. Мцхета $15. Старый Тбилиси $27.,Минивэн. Трансфер. Бесплатная отмена. Группа до 6 чел.,Responsive search ad
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,Standard,0.55,,,,,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,тур по грузии из тбилиси,Exact,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,туры по грузии из тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,экскурсии по грузии из тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,экскурсия тбилиси,Exact,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,экскурсии в тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,тур тбилиси,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,что посмотреть в тбилиси с гидом,Phrase,https://sakhva-travel.com/tours/,,,,,,,,,,,,,,,,,,,,,
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,,,,https://sakhva-travel.com/tours/,Туры по Грузии из Тбилиси,12 маршрутов от $15,Экскурсии по Грузии 2026,Тур по Грузии,Гид Тимур на русском,Группа до 6 человек,Бесплатная отмена 24ч,Ответ Тимура за 15 мин,Рейтинг 4.9 на Google,Без переплат агрегатору,Казбеги Кахетия Мцхета,Комфортный минивэн,Напишите в WhatsApp,Маршрут под вас,Забронируйте сегодня,"Туры по Грузии от $15. Казбеги, Кахетия, Мцхета. Гид Тимур.",12 маршрутов из Тбилиси. Гид напрямую. Рейтинг 4.9.,Экскурсии с русскоязычным гидом. До 6 чел. Отмена бесплатно.,Минивэн + трансфер из отеля. Маршрут под ваши интересы.,Responsive search ad
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,,,,https://sakhva-travel.com/tours/,Экскурсии из Тбилиси,Тур по Грузии с гидом,От $15 за человека,Рейтинг 4.9 Google,Бесплатная отмена,Ответ за 15 минут,Группа до 6 человек,Не агентство а гид,Экскурсии Грузия,Казбеги Кахетия Мцхета,12 туров по Грузии,Напишите в WhatsApp,Комфортный минивэн,Трансфер из отеля,Гид Тимур русский язык,Экскурсии по Грузии из Тбилиси от $15. Рейтинг 4.9.,Ваша группа до 6 чел. Без комиссий агрегатора.,Казбеги $93. Кахетия $74. Мцхета $15. Трансфер из отеля.,12 маршрутов. Забронируйте в WhatsApp.,Responsive search ad
Sakhva_ROI_3,,,,,,,,,,Tur_Gruziya,,,,,,https://sakhva-travel.com/tours/,Экскурсии по Грузии 2026,Туры из Тбилиси $15,Гид Тимур на русском,Туры Грузия 2026,12 маршрутов,Минивэн + трансфер,Бесплатная отмена,Ответ в WhatsApp 15 мин,Рейтинг 4.9 Google,Группа до 6 человек,Не турфирма а гид,Казбеги Кахетия Мцхета,Маршрут под вас,Без комиссий,Забронируйте сейчас,Экскурсии по Грузии 2026. 12 маршрутов от $15. Гид Тимур.,Один гид Тимур. Рейтинг 4.9. Минивэн. WhatsApp.,Казбеги. Кахетия. Мцхета. Старый Тбилиси. Выбирайте.,Трансфер из отеля. Бесплатная отмена за 24ч.,Responsive search ad
